feature,importance
feature_1114,4083.9634645488113
feature_458,4081.1798251401633
feature_1171,4081.0363469170406
feature_157,4071.2148045897484
feature_1406,4066.6397058963776
feature_559,4050.6385471154936
feature_440,4048.8932884382084
feature_379,4042.4735619574785
feature_427,4041.6402177633718
feature_433,4027.137280353345
feature_684,4001.9254173170775
feature_1711,3959.594915313646
feature_94,3941.761910537258
feature_195,3934.8510381737724
feature_172,3909.543882078491
feature_323,3897.8500770749524
feature_390,3897.1478167814203
feature_456,3894.8801169036888
feature_476,3889.7000890620984
feature_141,3887.0932239727117
feature_350,3879.3912707976997
feature_325,3867.751040288713
feature_230,3861.240497662686
feature_135,3855.4776680064388
feature_397,3822.67628740333
feature_504,3819.7687725732103
feature_1768,3803.713506264612
feature_1009,3780.4096209853888
feature_391,3745.9415385504253
feature_358,3736.848771921359
feature_370,3729.0980559126474
feature_994,3687.1997781898826
feature_472,3631.029109117575
feature_522,3618.045276516117
feature_424,3615.5760023603216
feature_143,3588.234033724759
feature_1246,3584.3717785179615
feature_392,3576.5508932210505
feature_527,3566.2365464968607
feature_101,3566.14148396207
feature_207,3562.3772969692945
feature_1631,3542.3805106943473
feature_202,3527.574896361679
feature_383,3526.2873811870813
feature_145,3523.4671304579824
feature_1547,3489.1575531996787
feature_409,3485.196527970489
feature_239,3473.8061096379533
feature_398,3470.4696741709486
feature_505,3442.689205694478
feature_1598,3441.8088233582675
feature_1166,3419.999634666834
feature_116,3402.80687806895
feature_352,3396.653929063119
feature_461,3387.199187923223
feature_372,3382.4063034695573
feature_468,3356.6353311939165
feature_1295,3350.4572350587696
feature_338,3332.9749556346796
feature_262,3332.578106467612
feature_403,3325.1271599051543
feature_360,3322.464560624212
feature_454,3313.3964839056134
feature_200,3281.3814786146395
feature_731,3268.364743399434
feature_455,3263.0878389426507
feature_537,3248.646884075366
feature_134,3232.472429247573
feature_1287,3225.333874917589
feature_83,3220.5879854219966
feature_441,3215.3724886709824
feature_509,3213.309395037126
feature_570,3209.1561239664443
feature_933,3209.06479368126
feature_122,3207.809022311121
feature_249,3206.524514792487
feature_439,3202.642263153568
feature_571,3200.1825928566977
feature_313,3199.2848400855437
feature_531,3188.604347125627
feature_201,3162.122991440352
feature_574,3162.0225428733975
feature_367,3155.219568943605
feature_474,3109.4892921857536
feature_554,3109.3689620653167
feature_460,3109.1498629264534
feature_127,3073.0066364356317
feature_147,3060.0107594816945
feature_150,3022.535982585512
feature_495,3014.504572299309
feature_1797,3012.513971541077
feature_105,3012.128988301847
feature_1164,2998.020026038401
feature_340,2995.553126118146
feature_198,2975.664573569782
feature_426,2968.717670873739
feature_368,2961.0065740589052
feature_408,2960.485622087028
feature_180,2959.4368420722894
feature_364,2952.414760752581
feature_544,2952.38327948004
feature_388,2951.9308828264475
feature_196,2941.989651204087
feature_234,2937.40890977066
feature_108,2937.052846333012
feature_445,2927.0616138381884
feature_149,2916.9695155797526
feature_450,2909.7599245822057
feature_407,2893.0083712432534
feature_381,2871.726690363139
feature_365,2841.400226549711
feature_499,2830.640892146621
feature_421,2828.80212299712
feature_1825,2813.908266581595
feature_1819,2799.3692340613343
feature_459,2793.316755052656
feature_251,2792.397446467541
feature_385,2784.1633560457267
feature_444,2781.975148386322
feature_420,2760.138847177848
feature_548,2745.4008081969805
feature_136,2739.478496684693
feature_525,2734.2512767845765
feature_415,2714.4425335321575
feature_203,2709.7171226902865
feature_393,2700.8324482263997
feature_175,2691.3840237865224
feature_533,2687.671022443101
feature_311,2682.763171877712
feature_396,2682.3548270175233
feature_345,2679.892462282907
feature_104,2647.43890754506
feature_1242,2642.5560311507434
feature_100,2636.4889432499185
feature_774,2635.2637292407453
feature_777,2620.22834248282
feature_719,2619.5060443254188
feature_484,2614.7422670768574
feature_114,2585.989713285584
feature_1668,2574.0522475708276
feature_1730,2558.290388561785
feature_162,2554.0226500816643
feature_59,2546.5636089327745
feature_402,2546.5208856184036
feature_1541,2541.411237713881
feature_9,2541.343330352567
feature_144,2540.7113137906417
feature_1515,2524.017116997391
feature_205,2523.4603983275592
feature_337,2498.413580801338
feature_99,2491.8143563466147
feature_1763,2489.2537025716156
feature_1279,2483.9741308512166
feature_836,2483.259604212828
feature_1569,2476.644201487303
feature_462,2470.407071635127
feature_89,2464.329010905698
feature_174,2462.2124952571467
feature_131,2461.3003477719612
feature_510,2461.249729347881
feature_235,2461.245551326312
feature_1489,2459.600401966367
feature_569,2455.0009571854025
feature_3,2451.0585045553744
feature_1724,2442.032762098592
feature_1757,2434.4663552604616
feature_1138,2428.586474340409
feature_217,2425.163043388631
feature_405,2418.903213819023
feature_560,2409.92140042549
feature_332,2396.157277979888
feature_547,2395.2396738142706
feature_1811,2388.5647959187627
feature_592,2387.607249667868
feature_245,2369.393078613095
feature_288,2355.9081513248384
feature_49,2354.55433126539
feature_178,2352.9730192534626
feature_1560,2347.8820760231465
feature_562,2335.7521236459725
feature_336,2331.1933797430247
feature_38,2329.876451906748
feature_546,2329.325612009503
feature_1758,2326.245611190796
feature_453,2301.424600349739
feature_796,2301.357075372711
feature_335,2301.1635080408305
feature_1524,2296.1486264131963
feature_111,2284.1162848994136
feature_182,2274.220649166964
feature_471,2256.432005311828
feature_1317,2231.548825818114
feature_214,2223.2362531688996
feature_566,2214.5362680619583
feature_375,2200.942014526576
feature_58,2198.2883917428553
feature_155,2185.8534039687365
feature_983,2184.4843935286626
feature_1731,2183.5927714100108
feature_438,2183.2130867457017
feature_192,2177.9500111024827
feature_188,2176.2175292521715
feature_173,2174.502566876821
feature_154,2168.77059335215
feature_106,2168.4389979550615
feature_223,2157.876017360948
feature_32,2157.728572138585
feature_772,2144.1978371897712
feature_558,2141.0287386104465
feature_227,2139.2120246822014
feature_416,2130.937464416027
feature_404,2129.773734920658
feature_194,2115.4809069028124
feature_485,2111.862975812517
feature_168,2108.186023931019
feature_1338,2100.9049018658698
feature_88,2096.428135235794
feature_164,2093.2157262740657
feature_513,2087.078027636744
feature_220,2085.6880011502653
feature_71,2085.356944842264
feature_158,2083.07089425344
feature_575,2076.4159789406694
feature_1343,2072.534576356411
feature_482,2069.6536909062415
feature_187,2061.752229977399
feature_148,2052.723574613221
feature_1525,2042.8827138449997
feature_1210,2037.9950946979225
feature_1328,2033.7208609152585
feature_653,2031.1013352009468
feature_107,2024.626993374899
feature_1188,2021.5705691757612
feature_152,2020.618705097586
feature_208,2015.3182788304985
feature_447,2010.2124978918582
feature_47,2005.4179380270652
feature_356,2004.433390292339
feature_206,2003.8082156544551
feature_1579,2001.6619270928204
feature_33,1999.48648619093
feature_349,1996.9539543343708
feature_65,1990.8007570337504
feature_1850,1986.6234797770157
feature_1454,1986.015784488991
feature_35,1979.7966504208744
feature_163,1977.8219534135424
feature_97,1969.7849951507524
feature_523,1963.954649639316
feature_226,1963.7119057150558
feature_616,1960.454955571331
feature_166,1956.1995993359014
feature_529,1955.4981960644946
feature_222,1949.1733752619475
feature_543,1948.8960350286216
feature_125,1946.4388590208255
feature_1322,1944.5937157422304
feature_890,1944.3107726471499
feature_1220,1942.2207783656195
feature_475,1941.5922560300678
feature_430,1941.5010529868305
feature_231,1940.9345571631566
feature_341,1939.2560118129477
feature_561,1927.7357864826918
feature_1400,1915.1348037719727
feature_193,1908.6459235129878
feature_479,1902.8329230463132
feature_417,1899.4976447788067
feature_346,1898.6738159288652
feature_133,1896.757180571556
feature_68,1888.738416703418
feature_1086,1888.3327802689746
feature_228,1881.348115465138
feature_419,1881.3036753004417
feature_422,1866.7301684971899
feature_506,1866.4159808652475
feature_524,1862.708684777841
feature_1381,1861.8305811658502
feature_272,1859.6876876233146
feature_221,1854.0065336422995
feature_224,1842.7641281681135
feature_102,1842.6367421280593
feature_153,1835.779458977282
feature_568,1831.5689565464854
feature_181,1829.1721411417238
feature_1765,1827.0321114324033
feature_572,1826.7729809451848
feature_225,1825.891748342663
feature_81,1825.2879496836103
feature_502,1819.5168591476977
feature_1761,1803.620669575408
feature_483,1798.6625667968765
feature_86,1788.923704346642
feature_4,1784.3654931890778
feature_1828,1765.7973410282284
feature_139,1764.4334456813522
feature_176,1756.8414623541757
feature_156,1746.1923544881865
feature_185,1743.2111572786234
feature_465,1741.8260183990933
feature_1318,1741.40364815481
feature_1762,1740.4711640924215
feature_204,1732.1887099076994
feature_1578,1724.6568203037605
feature_812,1721.2338359206915
feature_167,1717.8032064205036
feature_481,1715.4632501956075
feature_103,1710.8774057650007
feature_112,1707.797312236391
feature_183,1707.7613503681496
feature_69,1704.9832834359258
feature_137,1695.7787959296256
feature_142,1689.7074779551476
feature_1301,1685.5541144004092
feature_190,1684.7623646818101
feature_52,1680.9923994261771
feature_177,1680.2591928467155
feature_67,1679.399001994636
feature_551,1661.046086278744
feature_140,1660.4278720002621
feature_1516,1638.1778491009027
feature_573,1634.2704041134566
feature_121,1627.6444988506846
feature_395,1627.4620529492386
feature_1254,1626.9734422951005
feature_73,1625.6946432217956
feature_209,1622.923112327233
feature_490,1622.863160904497
feature_353,1620.788736349903
feature_414,1617.2014307924546
feature_132,1597.2699109902605
feature_80,1584.78502582293
feature_1684,1582.3253664970398
feature_401,1576.6766465986148
feature_496,1561.495725764893
feature_1225,1558.9390153558925
feature_165,1556.3083706982434
feature_564,1553.001287884079
feature_530,1548.0345246382058
feature_817,1547.9624545974657
feature_6,1531.4727071402594
feature_197,1523.1834654961713
feature_535,1522.0563167976215
feature_210,1521.8394232066348
feature_169,1509.8155558840372
feature_189,1508.200243037194
feature_1297,1508.030335208401
feature_229,1505.2298337044194
feature_1494,1502.6209428464063
feature_552,1501.8453433397226
feature_161,1492.1775979367085
feature_109,1488.670792017132
feature_1851,1481.4367135092616
feature_567,1478.7423728257418
feature_53,1464.5114794354886
feature_98,1459.0087239444256
feature_497,1452.303609953262
feature_233,1449.3148987689056
feature_123,1445.992787937168
feature_532,1424.0825827633962
feature_807,1418.192636829801
feature_362,1413.0375617900863
feature_160,1408.9481233786792
feature_1734,1406.6704775057733
feature_540,1405.4886711994186
feature_84,1405.4737856113352
feature_82,1393.0377917126752
feature_34,1389.1223604409024
feature_96,1379.2688004686497
feature_15,1378.259226902388
feature_48,1376.7092263912782
feature_550,1367.6642725258134
feature_54,1366.2898611007258
feature_62,1362.1587622407824
feature_211,1361.8238273477182
feature_351,1360.820954684168
feature_110,1360.1976567152888
feature_78,1356.3151218742132
feature_1746,1346.3416577531025
feature_291,1343.7289051637053
feature_1855,1341.6091388761997
feature_219,1340.7894156035036
feature_469,1313.698456324637
feature_215,1312.5214788746089
feature_1571,1311.9683606186882
feature_1040,1307.0882061608136
feature_470,1304.530019870028
feature_1307,1288.679244749248
feature_541,1288.2590119903907
feature_90,1285.1378583032638
feature_199,1282.7460038717836
feature_798,1279.5619887067005
feature_503,1279.3424576278776
feature_492,1276.5010583857074
feature_51,1274.1203847788274
feature_833,1265.689607821405
feature_1503,1264.4519978873432
feature_609,1264.3001631265506
feature_1479,1252.0111181046814
feature_87,1249.7880993103608
feature_473,1248.425493426621
feature_1499,1245.2474030153826
feature_57,1243.0657801972702
feature_124,1241.423442447558
feature_520,1235.6361901629716
feature_1845,1235.4095291346312
feature_491,1234.6204874627292
feature_1142,1227.4281714595854
feature_1837,1225.130665730685
feature_538,1217.6768643613905
feature_466,1210.4406738029793
feature_1195,1205.4442457184196
feature_138,1196.6880449606106
feature_498,1195.9884730502963
feature_935,1195.0582758411765
feature_1529,1190.8169517479837
feature_171,1189.1169077670202
feature_1718,1177.2196006793529
feature_290,1175.6581826601177
feature_565,1172.1170264845714
feature_213,1168.3780254176818
feature_273,1158.843465294689
feature_480,1158.1445909207687
feature_1562,1157.7666290896013
feature_1399,1148.5770549983718
feature_536,1140.2250827401876
feature_1736,1137.5906320549548
feature_1357,1137.4640575367957
feature_218,1137.0439716158435
feature_1457,1133.6140506267548
feature_488,1131.5074317231774
feature_1409,1131.2916835658252
feature_1245,1120.2173593807966
feature_66,1117.491360544227
feature_977,1112.766588605009
feature_493,1108.9442654317245
feature_478,1108.8463353179395
feature_477,1101.6808428345248
feature_487,1100.596201270353
feature_1191,1098.871321853716
feature_39,1097.6307951067574
feature_1710,1091.4917444586754
feature_553,1089.5313843963668
feature_526,1088.6510220132768
feature_528,1079.5032052109018
feature_942,1074.583644380793
feature_511,1069.3713393751532
feature_1205,1064.9874576041475
feature_1712,1055.817358944565
feature_1471,1050.9255593945272
feature_1756,1047.2063914388418
feature_1707,1035.8828717451543
feature_76,1025.5892617898062
feature_61,1014.1897886293009
feature_1542,1013.9386883880943
feature_2,1013.2078892905265
feature_595,1013.0845965566114
feature_1308,997.7184983864427
feature_12,995.3862848998979
feature_1852,982.5039294036105
feature_1599,976.9648628849536
feature_30,974.180770849809
feature_1549,973.4039310570806
feature_91,969.6557960379869
feature_17,969.1461894642562
feature_50,965.5815008562058
feature_55,960.2991628544405
feature_1202,959.9100502748042
feature_24,955.9111352572218
feature_500,953.4327242961153
feature_5,952.3906987649389
feature_85,952.2864074120298
feature_41,951.1726349350065
feature_36,948.9124103467911
feature_1805,947.7999444520101
feature_1669,944.3944235555828
feature_736,938.9089731229469
feature_1,927.7263891533948
feature_1604,924.8072866899893
feature_1843,921.5126059046015
feature_277,919.2796108610928
feature_1176,911.4565081000328
feature_1814,905.9705021865666
feature_494,904.7203963948414
feature_1078,900.2321102023125
feature_1161,896.9849637560546
feature_1438,889.9045211179182
feature_1790,887.5819262918085
feature_267,880.8548602005467
feature_974,878.2586513888091
feature_853,875.5166730778292
feature_77,871.0779724828899
feature_1358,863.665686018765
feature_29,861.1502635190263
feature_308,860.6319905873388
feature_92,859.2824737299234
feature_587,859.1825563600287
feature_660,857.9492368055508
feature_93,857.8562274342403
feature_1821,857.6875831964426
feature_283,854.9511879943311
feature_40,848.9250500607304
feature_892,846.5159873124212
feature_1826,843.6223014295101
feature_902,843.2190594673157
feature_31,837.6372560383752
feature_557,834.0513946283609
feature_1678,831.2102966308594
feature_867,830.773329116404
feature_613,828.9890674147755
feature_489,825.8234875593334
feature_45,819.4112889403477
feature_7,817.2935928087682
feature_752,802.2466963646002
feature_20,794.0467201322317
feature_896,791.6812371723354
feature_1066,791.2075659958646
feature_1522,789.3571270527318
feature_26,787.0667425179854
feature_950,774.2602117061615
feature_42,772.6722019715235
feature_275,766.4648404456675
feature_1131,759.8809181824327
feature_46,757.5743519365788
feature_74,745.2595969336107
feature_1006,736.1050696894526
feature_1330,735.6401849985123
feature_913,732.2319859145209
feature_1371,727.7422497756779
feature_60,718.1093169301748
feature_501,708.7295753397048
feature_725,707.0360759301111
feature_1701,706.1046313606203
feature_1050,705.8162122266367
feature_759,705.416708977893
feature_1326,705.219354648143
feature_1000,700.9657042967156
feature_8,698.3713388340548
feature_1402,697.1217960901558
feature_21,696.1836418984458
feature_1133,695.4270367249846
feature_590,687.0740737132728
feature_1585,685.6835289485753
feature_18,675.1673517925665
feature_1716,675.002606020309
feature_1740,674.3432135805488
feature_1147,665.2768955472857
feature_16,660.1653523249552
feature_1697,656.2516795042902
feature_13,652.4316296661273
feature_75,651.5356445265934
feature_1181,642.6500893421471
feature_322,638.6348575167358
feature_710,637.2776286490262
feature_44,621.3806762318127
feature_22,620.6558291837573
feature_1143,617.3869250826538
feature_19,615.3142462247051
feature_975,612.2911065816879
feature_1118,611.2260237047449
feature_993,609.6018948033452
feature_1200,608.2203074805439
feature_765,604.6708538755774
feature_1694,604.1134639512748
feature_670,601.0732567794621
feature_14,597.721388601698
feature_1638,595.9847739189863
feature_1723,595.7018695203587
feature_1396,594.7118168743327
feature_1320,583.994029647205
feature_767,579.687744316645
feature_1754,579.4056027755141
feature_1177,578.2443519281223
feature_771,576.9622113732621
feature_296,575.9135417016223
feature_926,570.9432726278901
feature_894,567.34344090987
feature_860,567.1810385342687
feature_883,566.0934158489108
feature_43,556.5049864621833
feature_37,556.0717112738639
feature_1732,554.900110244751
feature_652,553.2301302598789
feature_1793,548.5989004895091
feature_1570,547.3892131196335
feature_830,546.2108492432162
feature_28,544.595695072785
feature_1816,541.605837341398
feature_1362,533.0567171331495
feature_982,532.0946954898536
feature_1257,530.9384190114215
feature_1784,527.3585509508848
feature_1829,525.8582915402949
feature_1347,524.9555585719645
feature_1264,522.209373023361
feature_25,521.6332303918898
feature_23,521.5376458419487
feature_1777,517.019534111023
feature_1001,513.2261418262497
feature_1813,512.8012107908726
feature_1804,510.72471886873245
feature_1477,509.9107836186886
feature_1370,509.64710250124335
feature_1478,509.12760910764337
feature_1801,506.4265384078026
feature_1527,506.23706160858274
feature_1708,503.0427303118631
feature_1688,502.95931067783386
feature_641,501.30815777368844
feature_301,500.6956373443827
feature_1363,499.0789941549301
feature_1600,494.367313102819
feature_1699,490.7260023881681
feature_1773,486.2591840662062
feature_293,485.2153440108523
feature_1686,485.1995542086661
feature_1841,482.891260843724
feature_851,481.9563207626343
feature_749,481.9538450371474
feature_1658,481.20469139516354
feature_1017,481.1738628577441
feature_1313,474.9806187739596
feature_1459,473.6454593790695
feature_10,472.51207665354013
feature_1439,471.2349056052044
feature_1442,471.14673644769937
feature_1289,469.9731949996203
feature_1119,469.69530727528036
feature_1035,466.93850588798523
feature_1292,459.6197321182117
feature_637,459.3107769554481
feature_802,458.63345417380333
feature_1345,458.45248933136463
feature_952,456.61528782267123
feature_672,456.0065050823614
feature_280,455.9577179849148
feature_1495,455.07274931296706
feature_1271,454.9600505270064
feature_1203,449.2741957716644
feature_773,447.4985955953598
feature_1201,441.3408452235162
feature_976,439.9279867578298
feature_1556,438.00299306120723
feature_963,432.770023659803
feature_778,428.03574016690254
feature_666,427.5921956002712
feature_1193,419.469046426937
feature_1815,418.00946919620037
feature_1304,417.11809769272804
feature_1096,416.8100167810917
feature_1368,416.61681474372745
feature_294,404.3602581396699
feature_957,398.43919356912374
feature_673,396.69094327650964
feature_923,391.55036168545485
feature_1237,391.41445292532444
feature_728,390.4336467012763
feature_905,387.73130884952843
feature_1523,385.8377272533253
feature_1796,385.36402161978185
feature_1719,384.49852165114135
feature_1576,384.47175183612853
feature_841,383.18143981695175
feature_1436,381.4451576657593
feature_1117,379.9864147226326
feature_1568,379.7391958013177
feature_601,378.87749553471804
feature_730,376.7570678368211
feature_694,370.9445669371635
feature_1158,370.18551050592214
feature_1465,370.1305571626872
feature_1545,364.716937684454
feature_1108,350.22582790255547
feature_269,350.036363507621
feature_690,349.1213061120361
feature_1025,343.53696910617873
feature_1275,341.07497892156243
feature_1260,339.50039449706674
feature_1182,338.28723839018494
feature_1440,338.2195058092475
feature_11,335.1405288372189
feature_991,332.85239295242354
feature_1125,331.99245007149875
feature_891,330.1715888977051
feature_1769,329.37411163188517
feature_785,327.64470158610493
feature_1130,326.04890974238515
feature_1037,325.99442052841187
feature_1498,325.5341409984976
feature_721,325.4370289398357
feature_1316,324.96565879136324
feature_1792,324.35992658510804
feature_1786,320.5235165953636
feature_1633,319.9227622821927
feature_1486,319.3057830873877
feature_1700,318.5914821624756
feature_1387,318.0166514888406
feature_1617,315.7448553554714
feature_1720,314.01918536424637
feature_1219,313.9654455720447
feature_683,313.54585692007095
feature_837,310.57261948194355
feature_1361,310.2283108048141
feature_1625,309.8069243347272
feature_1458,309.5388360237703
feature_1780,307.98148759361356
feature_27,306.64589334931225
feature_918,306.3522313311696
feature_861,305.0866741836071
feature_1274,302.95361333340406
feature_791,301.3498545438051
feature_960,299.3301681280136
feature_319,298.086446382571
feature_676,297.63112315535545
feature_1660,296.13066375255585
feature_1111,290.4504132969305
feature_1367,287.189371291548
feature_615,284.54985644621775
feature_1065,282.3943658936769
feature_1218,282.3712432682514
feature_865,277.9864526875317
feature_1428,274.1980186328292
feature_1366,273.4278305079788
feature_945,272.9030411830172
feature_1775,270.31818202137947
feature_1422,268.75515215843916
feature_1382,268.4439350068569
feature_1087,266.4640694539994
feature_1055,266.11481255479157
feature_998,263.60341888666153
feature_1602,263.4311492815614
feature_1802,263.28789665643126
feature_1548,262.81776103004813
feature_1636,262.5833883360028
feature_1154,261.70935496874154
feature_1747,259.070210326463
feature_756,258.7865570690483
feature_598,257.01945693418384
feature_846,256.75105065107346
feature_1484,255.9500319166109
feature_1620,254.74549047648907
feature_1190,253.89396934583783
feature_739,251.8373958338052
feature_619,250.78611807804555
feature_1705,250.36052657477558
feature_1028,249.5236519537866
feature_1352,248.02782925777137
feature_1377,247.75429611373693
feature_868,247.37987341266125
feature_1392,246.98680496960878
feature_1767,244.53280883654952
feature_1722,243.36464746296406
feature_1013,238.66388261690736
feature_1420,237.87472541630268
feature_814,237.8715183045715
feature_1643,236.69093671254814
feature_620,234.9579592347145
feature_1735,233.641566936858
feature_1506,232.5185940489173
feature_1341,231.47991494834423
feature_1766,230.04639939963818
feature_1536,229.11989922821522
feature_1725,228.769246625714
feature_1580,228.33033361565322
feature_1565,226.52428495883942
feature_1393,226.41521479934454
feature_823,225.78932733274996
feature_727,225.36503766383976
feature_654,224.25813408382237
feature_1074,224.1536452602595
feature_1315,222.95997713133693
feature_1812,222.3479980006814
feature_636,219.1150827407837
feature_1126,213.90603017807007
feature_1230,213.68187800329179
feature_1165,213.4695325922221
feature_1073,212.82520554214716
feature_1785,212.81475938856602
feature_668,212.52706480026245
feature_1623,211.63321118569002
feature_946,209.05367240309715
feature_1310,205.56898806616664
feature_1416,204.82383017800748
feature_1667,202.97697713924572
feature_1561,202.97377985343337
feature_997,202.43181125819683
feature_1460,202.09303151350468
feature_284,198.27728156745434
