iteration,learn_Recall,learn_Accuracy,learn_F1,learn_Logloss,learn_Precision,test_Recall,test_Accuracy,test_F1,test_Logloss,test_Precision
77,0.90984375,0.9030546875,0.9037084170747037,0.2686396844618439,0.8976552744762522,0.9099875,0.9025375,0.9032582262147005,0.27022047636424834,0.8966277465760173
78,0.90946875,0.9029484375,0.9035771446490306,0.2676215205930408,0.8977613804974505,0.90935,0.9023125,0.9029951714807045,0.26920581702597757,0.896728545719005
79,0.909990625,0.90325625,0.9039034005370086,0.2665556967206205,0.8978970737874256,0.91,0.90269375,0.9033995371318306,0.2681492804103378,0.8968941344602003
80,0.910278125,0.9042421875,0.904816707902147,0.26572665042927673,0.8994204339489228,0.9102875,0.903725,0.9043526855013971,0.2673525448972218,0.8984947563232573
81,0.91015,0.9046421875,0.9051645235227846,0.2646626188259074,0.9002333668186384,0.909875,0.903925,0.9044932650728168,0.2662862757090029,0.8991748196462102
82,0.910678125,0.90515625,0.905677089322398,0.263794804647024,0.9007306805467122,0.9104875,0.90449375,0.9050627799625991,0.26543547343147855,0.8997023184574908
83,0.910965625,0.9054390625,0.9059587871404442,0.26280313820685414,0.9010066854795588,0.910525,0.90468125,0.9052350327772081,0.2644653738321226,0.9000061777969975
84,0.9117875,0.9060171875,0.906556386351879,0.26162374807492483,0.9013849542622175,0.9115625,0.90530625,0.9058949944410283,0.263298548805305,0.9002975271910223
85,0.9119875,0.9061296875,0.9066763598856076,0.2606446604394991,0.9014267225535831,0.91185,0.9054375,0.9060400183821247,0.2623427524551931,0.9003036062498457
86,0.911953125,0.9063796875,0.9068985824319769,0.25969139128574825,0.9018997611004831,0.911825,0.9056375,0.9062177775017083,0.26140689038899667,0.9006790961847142
87,0.91230625,0.90696875,0.9074626680094994,0.25894346673188595,0.902670245133203,0.9123625,0.90631875,0.9068815347245088,0.26064764056221884,0.9014660293699902
88,0.911828125,0.9068578125,0.9073184686736704,0.25811402481261253,0.9028531999096482,0.9118,0.90630625,0.9068181676912462,0.25983555931748675,0.9018904783689214
89,0.91224375,0.90724375,0.907705223880597,0.257262613031819,0.9032116336633663,0.9119875,0.9065875,0.9070892182216033,0.2589888700133243,0.9022432726553226
90,0.913028125,0.907915625,0.9083840117399794,0.25630384000378403,0.9037869039075453,0.913025,0.907275,0.9078051205567983,0.25804140956925414,0.9026445872466634
91,0.91351875,0.9081921875,0.9086786165564982,0.25567194519041897,0.9038895021474356,0.9134625,0.90753125,0.9080764714288377,0.25741753459587974,0.9027535855909277
92,0.91419375,0.908634375,0.9091395025778563,0.2548167474396787,0.9041408341008412,0.9144125,0.90820625,0.9087724310994888,0.25655629497613697,0.9032015112417122
93,0.913978125,0.9087140625,0.909192081060791,0.2538647730393322,0.9044559002254391,0.9141625,0.90815625,0.9087045930380652,0.2556210897318227,0.9033114709551513
94,0.914609375,0.909209375,0.9096970111398448,0.25312970056202194,0.9048371339533043,0.914875,0.9087,0.9092603175391955,0.2548952547113272,0.9037141304884674
95,0.91396875,0.9089703125,0.9094230556950493,0.251924612819991,0.9049223543389676,0.913925,0.90833125,0.9088411697069517,0.2536821219086376,0.9038135855120836
96,0.914525,0.909375,0.9098393274635628,0.2512004328937325,0.9052014253192121,0.9144125,0.90874375,0.9092581429024219,0.25295234620449214,0.9041615682203024
97,0.91456875,0.9095140625,0.9099691403608324,0.2505197807566018,0.9054155645273563,0.914625,0.90898125,0.9094920542190015,0.25227075343679817,0.9044163998862835
98,0.9163625,0.9107359375,0.9112353771979845,0.249485447216565,0.9061653085126437,0.9161875,0.910175,0.9107118450317466,0.2512379727315974,0.9053012524394161
99,0.91653125,0.910959375,0.9114527492129789,0.2489853861689141,0.9064302182553173,0.9163375,0.9103875,0.9109175406332324,0.2507322955473017,0.9055613202885661
100,0.916884375,0.911253125,0.9117500823487735,0.24804042386150676,0.9066729706678534,0.9166875,0.9106875,0.9112201789264412,0.24981811501644274,0.9058176877470355
101,0.917071875,0.9115,0.9119903786091871,0.24728272347231023,0.9069648850620894,0.916925,0.910925,0.9114562624254473,0.24905855401533472,0.906052371541502
102,0.917165625,0.9116734375,0.9121558938020093,0.24658277821585065,0.9072005934809824,0.9170375,0.911125,0.9116473848371504,0.2483784224924642,0.9063202628913103
103,0.9173625,0.9119078125,0.912385721012415,0.24590963109591094,0.9074626496564047,0.917025,0.91116875,0.911685939218452,0.24770033721174087,0.9064086882390007
104,0.917803125,0.912521875,0.9129814417607013,0.2449401846984183,0.9082101552353269,0.9175875,0.91181875,0.9123245278797935,0.24673690865563172,0.9071215847163353
105,0.917984375,0.912559375,0.9130311808439217,0.24383607430622506,0.9081311520007914,0.9177125,0.9118,0.9123184173573745,0.24562103244587666,0.9069873742989153
106,0.917996875,0.9128296875,0.9132777973813436,0.2430810940710183,0.9086069896414244,0.9176625,0.91200625,0.9125011652838632,0.24485165261498687,0.9073975650454237
107,0.9185,0.91318125,0.9136405741959951,0.24218216599917586,0.9088322964465498,0.9182625,0.9125375,0.9130353724924806,0.2439624985615441,0.9078674180631766
108,0.918525,0.9135359375,0.9139651706408497,0.24148833686015359,0.9094503903240478,0.917975,0.91261875,0.9130842922595845,0.2432783782931201,0.9082454209283055
109,0.91836875,0.9135203125,0.9139375807607801,0.24093680597786507,0.9095489673571585,0.9177,0.91259375,0.9130378007300223,0.2427313251703309,0.9084227328408627
110,0.918340625,0.9137875,0.9141782571230367,0.24026750464125307,0.9100534507639805,0.9177375,0.9128625,0.9132852344819007,0.24204953114618794,0.90887595939589
111,0.918765625,0.9140546875,0.9144576720605273,0.23973699854550415,0.9101899292602511,0.918175,0.91313125,0.9135671954579092,0.24151404984626598,0.9090054079473313
112,0.919,0.9141703125,0.9145828506385566,0.23919916209988495,0.9102079599865054,0.9184375,0.913225,0.9136749692229256,0.2409966915862281,0.9089615755746344
113,0.91901875,0.91436875,0.9147650923207086,0.23863763008961178,0.910550629148915,0.918425,0.91345625,0.9138841381883764,0.24046065931255334,0.9093879571755678
114,0.919421875,0.914884375,0.9152688426265819,0.23750052619039907,0.9111531600723435,0.91865,0.91391875,0.9143241040825594,0.23934519674339627,0.9100387582500589
115,0.9200375,0.9153296875,0.9157264316584578,0.23675659213443193,0.9114555760913647,0.919275,0.91436875,0.9147868271293965,0.2386147643162039,0.9103422665098719
116,0.920328125,0.915484375,0.9158917742186286,0.23616827467987192,0.9114979882389354,0.9197375,0.91459375,0.9150308102696753,0.2380421589605569,0.9103720475607191
117,0.9202625,0.91575625,0.916134170394659,0.23545414288816197,0.912042715030785,0.919675,0.9148375,0.9152474902658391,0.237307249346384,0.9108624062198232
118,0.92023125,0.91588125,0.9162455817195202,0.23477842206182886,0.9122942896797859,0.9197125,0.915025,0.9154214618973562,0.23662456614547409,0.9111702786377709
119,0.9204375,0.9160515625,0.9164181472821546,0.23398244655220132,0.9124337452409644,0.9197,0.91518125,0.9155628005948121,0.23584166955073638,0.9114626562441931
120,0.920509375,0.916075,0.9164455119330219,0.2333657793747671,0.9124173734194859,0.9198625,0.9151875,0.9155821534327021,0.2352357974516768,0.9113414573735572
121,0.920534375,0.9163046875,0.9166572014930598,0.23289458048431824,0.9128125513236466,0.91995,0.9154875,0.9158629615341538,0.23474880195070896,0.9118120772108927
122,0.920571875,0.9164109375,0.9167573051505999,0.23246505913360507,0.9129742176822258,0.9200625,0.91561875,0.9159920602821213,0.23431777969690998,0.9119574779150301
123,0.920796875,0.9166203125,0.916967104577289,0.23182591921546028,0.9131690596982084,0.92015,0.9157625,0.9161304775298378,0.23369128885582746,0.912145919555897
124,0.92124375,0.916996875,0.9173478881873544,0.23132983312938718,0.9134848381559132,0.9205625,0.91615,0.9165183627244782,0.23321013035352797,0.9125096027556812
125,0.9215,0.9172890625,0.917635892608469,0.23068172828128108,0.9138040564619843,0.92085,0.916525,0.9168844746471511,0.23259385917584968,0.9129529569226194
126,0.9214125,0.917321875,0.9176587023706152,0.22994344073824521,0.9139353662845843,0.9208625,0.91675625,0.9170966717914565,0.23183715054843743,0.91336151852908
127,0.921503125,0.91750625,0.9178346546148364,0.22900742137990557,0.9141952765084109,0.9208125,0.91679375,0.917126796685819,0.23093053110198924,0.913470481008891
128,0.9217375,0.9177609375,0.9180866709724611,0.22841545362029173,0.9144646483436419,0.92125,0.91704375,0.9173912231675515,0.23034824974562934,0.9135646374871395
129,0.9217,0.9178484375,0.9181636353731331,0.22799707244222794,0.9146543035678291,0.92105,0.9171125,0.9174375894913778,0.22992180661635175,0.9138534044400347
130,0.921740625,0.9179140625,0.9182269721020656,0.22756035185427786,0.9147400053962021,0.921325,0.91725625,0.9175915493834461,0.22948274858996448,0.9138882344918228
131,0.9219625,0.9180984375,0.9184136920928972,0.22722190366059145,0.9148920994936011,0.9214625,0.91743125,0.9177627688381214,0.22914535616286721,0.9140926281852564
132,0.92216875,0.9183671875,0.9186763444592666,0.2267024990480684,0.9152102917505343,0.9215625,0.9177,0.9180166606482462,0.2286202909548233,0.9144980029273859
133,0.9222125,0.9184859375,0.9187885769437332,0.22617545048177798,0.9153899840253114,0.9214125,0.91768125,0.9179872600359906,0.22810379539384548,0.9145873915902577
134,0.92228125,0.9186,0.9188985546955272,0.22558439622676016,0.9155405824616263,0.9214125,0.91786875,0.9181587748416549,0.22750843724968073,0.9149279481673638
135,0.92235625,0.918803125,0.9190906061898816,0.22502247838995082,0.915848005113661,0.921575,0.91808125,0.9183664571901918,0.2269391334583629,0.9151801785027123
136,0.9226125,0.9191390625,0.9194189557209879,0.2244682815144219,0.9162474435406536,0.9217625,0.9183875,0.9186620156970225,0.226403726444787,0.9155823193444251
137,0.922621875,0.91925625,0.9195270916322253,0.22401971692980946,0.9164530007387771,0.921575,0.91836875,0.9186296437048713,0.22593773935599776,0.9157030541651658
138,0.922640625,0.9194546875,0.919710484877087,0.22341683217736746,0.9167988970279997,0.9216625,0.91859375,0.9188428011539589,0.22531836745178052,0.9160403026425314
139,0.922484375,0.9195890625,0.9198212051669152,0.2227353157410608,0.9171733679661211,0.9215875,0.91873125,0.9189627127517029,0.22463257158498337,0.9163528344332997
140,0.923090625,0.9200546875,0.9202966618531553,0.2220834428587493,0.9175195609160628,0.92215,0.9191875,0.9194261998828471,0.22398467673098166,0.9167184432238984
141,0.923621875,0.9203765625,0.9206341295514402,0.2215859868635263,0.9176656513815019,0.9225,0.91935625,0.9196089792714155,0.22350441226539275,0.91673602226004
142,0.9241625,0.9208625,0.9211227947772351,0.22106111199500628,0.9181030200675542,0.9232,0.919975,0.9202322509905555,0.2229824369805839,0.9172835212876944
143,0.924040625,0.920903125,0.9211505152583768,0.22039165611477307,0.9182784278651462,0.9229375,0.9199125,0.9201540340470078,0.22230615722050703,0.9173873067938969
144,0.924290625,0.92113125,0.921379641196096,0.22001187363033242,0.9184869356752023,0.9231125,0.92011875,0.9203571806903084,0.22192994945896435,0.9176182606642727
145,0.92445625,0.9212734375,0.9215232143941859,0.219344171336911,0.9186087312948512,0.9235,0.9204,0.9206459974080351,0.22124031761048082,0.9178095806002783
146,0.924965625,0.921646875,0.9219060492988893,0.21891591505982397,0.9188666476263799,0.9237125,0.9205875,0.9208348909657321,0.22081373534594867,0.9179751552795031
147,0.925096875,0.9217765625,0.9220354292388554,0.21852369770575306,0.9189941792782305,0.9237625,0.92076875,0.9210052405610704,0.2204194385888737,0.9182643919531803
148,0.925490625,0.92210625,0.9223689824749363,0.21790821738883087,0.919268327508179,0.9243375,0.9212,0.9214464617263337,0.21982481526240477,0.9185734515912648
149,0.92584375,0.9223109375,0.9225844321856691,0.2173675589836058,0.9193479819152799,0.924675,0.9213125,0.9215762000274079,0.21929089077745767,0.9184981002756463
150,0.926309375,0.92275,0.9230239864980585,0.2168706586829343,0.9197618205400306,0.9251875,0.9218,0.9220640081723163,0.21879138926408667,0.9189615355963349
151,0.926525,0.9229484375,0.923223035113477,0.2162833082328603,0.9199445218421975,0.9253625,0.9219375,0.9222039514662281,0.2182056192551452,0.91906689179123
152,0.9263,0.922921875,0.9231813779077553,0.21582002861766206,0.9200836846058815,0.9252625,0.92196875,0.9222249216642683,0.21773686189726896,0.9192072224222931
153,0.926496875,0.9231203125,0.9233790280007661,0.2153189722591572,0.920282094977356,0.9253125,0.9220875,0.922337960078746,0.21724105807094019,0.9193824829847483
154,0.926921875,0.923534375,0.9237925278120367,0.21468305613761582,0.9206842392788855,0.9258,0.92263125,0.9228756378226495,0.21659533462202527,0.9199696920764654
155,0.92716875,0.9238109375,0.9240659099367903,0.21426433097918243,0.9209837683804699,0.926,0.92279375,0.9230405013924106,0.21620219048029535,0.9200998596499944
156,0.92731875,0.92404375,0.924291694699858,0.21383389797225982,0.9212843375887934,0.92605,0.92298125,0.9232168782050084,0.21576454018684763,0.9204010386254364
157,0.9275625,0.9241625,0.924419473789117,0.21333263878687553,0.9212976758045291,0.92615,0.9230375,0.9232763025084426,0.21525574385269944,0.9204203831151084
158,0.927965625,0.924440625,0.9247060362223164,0.21274095255486464,0.9214692666699766,0.9265125,0.92335,0.9235916414339651,0.21467499570923843,0.9206891411820237
159,0.927875,0.92436875,0.9246330055243802,0.21238588105984135,0.9214135872196224,0.926475,0.92335625,0.9235945395298413,0.2143249761960671,0.9207319345581932
160,0.92798125,0.924415625,0.9246841729956623,0.2117940881410741,0.9214104417870064,0.9264,0.9233625,0.9235945814588189,0.21373454917665277,0.9208061029247323
161,0.927903125,0.9243921875,0.9246567130714508,0.21143539859484828,0.9214329380878643,0.926425,0.92346875,0.9236943286409551,0.21336937044240284,0.9209797074795273
162,0.92823125,0.924678125,0.9249448054880003,0.21106339348788652,0.921681550481888,0.9268625,0.92375625,0.9239923487666437,0.21299740741457934,0.9211399182578233
163,0.92859375,0.9249125,0.9251879020356313,0.2106130251899834,0.9218069463574433,0.927075,0.92385625,0.9241005513503411,0.21256763209513155,0.9211451282369745
164,0.928675,0.925115625,0.9253812212157352,0.2102258717327124,0.922110724281521,0.927225,0.9241375,0.9243710045235336,0.21218913393988043,0.9215345243123712
165,0.92875,0.92528125,0.9255395347388745,0.20983109154388102,0.9223511886288871,0.9273625,0.9244,0.9246233034634894,0.21180003866689426,0.9219002410716505
166,0.92859375,0.9253921875,0.925630286784965,0.20931554557292983,0.9226856782663507,0.9271875,0.92443125,0.9246389638558723,0.21127131402268096,0.9221043994977686
167,0.92855625,0.925446875,0.9256779700618389,0.2088554352534897,0.9228174788036896,0.92725,0.9246,0.9247992819029571,0.21083142612220887,0.9223614841340894
168,0.928609375,0.9254953125,0.9257266044956877,0.20843544216218557,0.9228616771172045,0.92725,0.92473125,0.924920356851181,0.21042776072374392,0.9226023904580675
169,0.928640625,0.9256859375,0.925904865467813,0.20804299197187,0.9231851775911721,0.9273,0.9248,0.9249875311720698,0.21002896131922752,0.9226865671641791
170,0.928575,0.925725,0.9259360821658273,0.20772044102591353,0.9233121209108084,0.9273,0.924875,0.9250567374117764,0.20969377334106834,0.922824302134647
171,0.92861875,0.9258078125,0.9260157775253625,0.20738422306028761,0.9234273568283308,0.92745,0.92509375,0.9252698329560972,0.20935503791010557,0.9230998917600807
172,0.92883125,0.926046875,0.9262522164847253,0.20691733734776316,0.9236874654269039,0.9278125,0.92541875,0.9255968525342463,0.2088847030623519,0.9233917619397136
173,0.928890625,0.9262609375,0.926454339603823,0.20649346508902078,0.9240308005085752,0.9278125,0.92553125,0.9257007451750694,0.20847507047562408,0.9235985814720339
174,0.92898125,0.9263671875,0.9265591664290067,0.20618176900644566,0.9241496799544879,0.9277375,0.92559375,0.9257529171837872,0.2081683209834112,0.9237768069402437
