feature,importance
feature_498,0.0013792048261581401
feature_454,0.0013778635081143794
feature_472,0.0013751773768349363
feature_220,0.00137045113975719
feature_145,0.001366781641126251
feature_330,0.0013557641734130777
feature_510,0.0013511532033234628
feature_413,0.0013422118246382612
feature_410,0.0013412738545572366
feature_522,0.0013353962774907786
feature_495,0.0013243420560520689
feature_379,0.0013100769623422572
feature_151,0.0012966277869381562
feature_551,0.0012963686294806475
feature_1807,0.001294774917828857
feature_512,0.0012901431890376906
feature_449,0.0012898286941812292
feature_550,0.0012894944897277026
feature_373,0.0012812401042758925
feature_526,0.0012745632187127452
feature_112,0.0012714120225104282
feature_521,0.0012676504132455978
feature_409,0.0012665742625324115
feature_271,0.0012647901307211496
feature_338,0.0012551940367185664
feature_372,0.0012524973888948224
feature_358,0.001240440634932138
feature_515,0.0012352411546573605
feature_115,0.0012258201816133024
feature_312,0.001213214806869138
feature_411,0.0012123541608766103
feature_530,0.001203266396741998
feature_398,0.0011970738236242655
feature_140,0.0011883017941324654
feature_208,0.0011772029461706963
feature_114,0.0011726234464550672
feature_296,0.0011666364168812786
feature_141,0.00116463637942807
feature_374,0.0011614654795196523
feature_558,0.0011591787915049153
feature_212,0.0011591758638438607
feature_367,0.0011510906142313056
feature_147,0.0011467715580751122
feature_375,0.0011411278831532478
feature_363,0.0011386121673133763
feature_209,0.001132283184502769
feature_162,0.0011283198161697215
feature_315,0.0011267225721739822
feature_110,0.0011241070183271458
feature_538,0.001123696979238929
feature_499,0.0011228960633781712
feature_131,0.0011228308716578596
feature_400,0.0011159160103947612
feature_122,0.0011152285169194805
feature_354,0.0011115976290479346
feature_542,0.0011076234090145944
feature_262,0.0011052784471256426
feature_347,0.0011021961744565744
feature_571,0.0010986396394326063
feature_126,0.0010972516815259924
feature_489,0.0010935162225098225
feature_113,0.0010886408196363647
feature_880,0.0010842224334041723
feature_143,0.001083385091137897
feature_1778,0.001081730301626478
feature_342,0.001080863635627366
feature_238,0.0010736078171684215
feature_148,0.0010719582205642568
feature_557,0.0010692396628231636
feature_232,0.001068318191286208
feature_392,0.0010610765144245704
feature_341,0.001057915661843149
feature_475,0.0010566326300565768
feature_511,0.0010555279380316004
feature_534,0.001054954745180798
feature_518,0.0010537037005778629
feature_415,0.0010413507357716011
feature_332,0.0010361930209115081
feature_1818,0.0010286318230215018
feature_127,0.0010276981485902463
feature_506,0.001025348855641657
feature_570,0.001015911261984583
feature_335,0.0010132061710844094
feature_125,0.0010071734983762423
feature_343,0.0010065679263795398
feature_509,0.001001941205829564
feature_563,0.001001726421912369
feature_237,0.000997893219442659
feature_427,0.000992133169278125
feature_359,0.0009875459970218456
feature_453,0.0009852383993395014
feature_391,0.0009819824685880919
feature_577,0.0009790792236412404
feature_523,0.0009787166317484634
feature_361,0.0009774412950363924
feature_483,0.0009730439209098344
feature_229,0.000972366138773294
feature_540,0.0009718808091950368
feature_444,0.0009715906324941914
feature_236,0.000965499167587917
feature_527,0.0009616498200178792
feature_543,0.0009595116065255619
feature_517,0.0009579141587835123
feature_288,0.0009577747853776955
feature_401,0.000957154884722561
feature_353,0.0009562663396550584
feature_461,0.0009561469154020425
feature_337,0.0009532163632934458
feature_149,0.0009528315774177821
feature_1831,0.0009521825796960524
feature_350,0.0009497287776420259
feature_441,0.0009488041889892041
feature_239,0.0009480037699369327
feature_416,0.0009458712476175694
feature_467,0.000944405875768091
feature_179,0.0009442572325990417
feature_161,0.0009433376120432944
feature_227,0.0009412355169214274
feature_516,0.0009410546028678062
feature_533,0.0009410303474587892
feature_539,0.0009408337584121681
feature_528,0.0009407564086742538
feature_524,0.0009402889168236203
feature_351,0.0009356232463108062
feature_139,0.0009353979372249417
feature_207,0.0009351601031410667
feature_109,0.0009328026100016111
feature_221,0.0009318383968968186
feature_565,0.0009306400340023819
feature_393,0.0009296281403135499
feature_399,0.0009295357147175579
feature_445,0.0009284757597895131
feature_519,0.0009259114444878704
feature_365,0.0009203045484023159
feature_223,0.0009184690232713369
feature_486,0.0009178545609160819
feature_137,0.0009167598412754479
feature_541,0.0009166926363182746
feature_215,0.0009163292718240844
feature_396,0.0009132680453851691
feature_184,0.0009119406300993892
feature_408,0.0009117501439005532
feature_389,0.0008982436642467308
feature_385,0.0008979106090944092
feature_167,0.0008960924201311574
feature_346,0.0008934057049008194
feature_362,0.0008882498515765013
feature_165,0.0008867092618838371
feature_381,0.0008863890986770714
feature_352,0.0008830156592910419
feature_235,0.0008826290621745398
feature_360,0.0008821644626186612
feature_529,0.0008809069843178816
feature_158,0.0008791434762524684
feature_419,0.0008786918641440569
feature_345,0.0008779824107860104
feature_188,0.0008765235506971931
feature_231,0.0008753956377653424
feature_230,0.0008746805264197732
feature_132,0.0008719737605246581
feature_520,0.0008704468992033974
feature_403,0.000869221727633996
feature_532,0.0008683745467575304
feature_123,0.0008664632133047567
feature_340,0.0008637473601824371
feature_1765,0.0008628768435774694
feature_219,0.0008616593566516724
feature_564,0.0008599386117984656
feature_234,0.0008592381340305496
feature_120,0.0008573002951508227
feature_290,0.000857155387170962
feature_562,0.0008566600026670158
feature_485,0.0008509468540198567
feature_508,0.0008475286511587128
feature_423,0.0008435152411777054
feature_494,0.0008430771667929833
feature_452,0.0008425059713886425
feature_492,0.0008416906746818942
